coordinates,timestamps
"[[333101.74811822124, 7380065.768763412], [333101.74811822124, 7380065.768763412], [333101.74811822124, 7380065.768763412], [333101.74811822124, 7380065.768763412], [333101.74811822124, 7380065.768763412], [333101.74811822124, 7380065.768763412]]","[0, 44, 177, 221, 265, 309]"
"[[333494.2686739866, 7380084.154307384], [333517.5967930395, 7380073.429010211], [333563.4359474507, 7380147.868503053], [333563.4359474507, 7380147.868503053], [333604.9945766757, 7380233.181993162], [333660.78604383284, 7380297.061005301]]","[0, 45, 222, 222, 310, 354]"
"[[350211.8924128939, 7389460.711541573], [350126.65853844234, 7389422.460489064], [349880.99817804864, 7388649.1521012], [349736.3350032006, 7388312.548914913], [349617.8593426522, 7388203.18585139], [349561.96560943744, 7388160.748043557]]","[0, 78, 220, 265, 278, 342]"
"[[355613.33404594567, 7391096.745399071], [355626.3084177956, 7390961.2701782305], [355331.0311848037, 7390176.952986555], [355238.99668793066, 7390041.987585206], [354650.7891293175, 7389958.735927666], [354382.8865057608, 7389913.707857754]]","[0, 45, 180, 225, 315, 360]"
"[[356320.2331303633, 7391238.099259436], [356397.19130997744, 7391217.371996265], [355967.15804623347, 7391540.879036242], [355850.1457156685, 7391560.530815782], [355760.6060676241, 7391498.393237097], [355605.6830152614, 7391184.128183033]]","[0, 39, 174, 199, 244, 305]"
"[[349461.95541338803, 7388032.359606044], [349389.9654137993, 7387947.837891242], [349369.94414936553, 7387841.038857184], [349369.94414936553, 7387841.038857184], [349369.94414936553, 7387841.038857184], [349369.94414936553, 7387841.038857184]]","[0, 16, 182, 227, 273, 318]"
"[[319908.6708648143, 7382262.597025154], [319878.78007679305, 7382288.159309221], [319727.7482457312, 7382255.940848931], [319629.75614556787, 7382136.322275003], [319414.36103340395, 7381698.1898075985], [319321.3523026526, 7381576.249042076]]","[0, 45, 179, 212, 302, 347]"
"[[319760.3597423214, 7385483.111535416], [319603.57432229054, 7385552.336329878], [319603.57432229054, 7385552.336329878], [319603.57432229054, 7385552.336329878], [319603.57432229054, 7385552.336329878], [319603.57432229054, 7385552.336329878]]","[0, 74, 209, 254, 299, 344]"
"[[319657.00932707713, 7385530.679068593], [319657.00932707713, 7385530.679068593], [319657.00932707713, 7385530.679068593], [319657.00932707713, 7385530.679068593], [319657.00932707713, 7385530.679068593], [319657.00932707713, 7385530.679068593]]","[0, 45, 181, 226, 316, 361]"
"[[319603.57432229054, 7385552.336329878], [319603.57432229054, 7385552.336329878], [319603.57432229054, 7385552.336329878], [319603.57432229054, 7385552.336329878], [319603.57432229054, 7385552.336329878], [319603.57432229054, 7385552.336329878]]","[0, 45, 180, 225, 270, 315]"
"[[319625.01353828725, 7385543.353045754], [319625.01353828725, 7385543.353045754], [319625.01353828725, 7385543.353045754], [319625.01353828725, 7385543.353045754], [319625.01353828725, 7385543.353045754], [319625.01353828725, 7385543.353045754]]","[0, 45, 205, 250, 315, 339]"
"[[319657.00932707713, 7385530.679068593], [319657.00932707713, 7385530.679068593], [319657.00932707713, 7385530.679068593], [319657.00932707713, 7385530.679068593], [319657.00932707713, 7385530.679068593], [319657.00932707713, 7385530.679068593]]","[0, 45, 180, 225, 315, 315]"
"[[318836.8818008552, 7382639.804135147], [318794.73033228365, 7382833.556933415], [318530.7325067912, 7383520.984310342], [318540.97454478045, 7383706.251454062], [318499.33216397115, 7383903.720574002], [318481.79246145935, 7384042.065893121]]","[0, 45, 180, 225, 270, 315]"
"[[319603.57432229054, 7385552.336329878], [319603.57432229054, 7385552.336329878], [319603.57432229054, 7385552.336329878], [319603.57432229054, 7385552.336329878], [319603.57432229054, 7385552.336329878], [319603.57432229054, 7385552.336329878]]","[0, 46, 181, 226, 330, 375]"
"[[325946.4011631233, 7381860.018611578], [325935.4265305819, 7381886.247870237], [325503.47666278365, 7381780.118618354], [325312.36650961335, 7381731.639411904], [325090.7079037081, 7381706.105223779], [324835.69482233096, 7381673.811353587]]","[0, 45, 173, 218, 263, 308]"
"[[319657.00932707713, 7385530.679068593], [319657.00932707713, 7385530.679068593], [319657.00932707713, 7385530.679068593], [319657.00932707713, 7385530.679068593], [319657.00932707713, 7385530.679068593], [319657.00932707713, 7385530.679068593]]","[0, 45, 181, 226, 316, 361]"
"[[340381.60450929415, 7398839.651110228], [340381.60450929415, 7398839.651110228], [340381.60450929415, 7398839.651110228], [340381.60450929415, 7398839.651110228], [340381.60450929415, 7398839.651110228], [340381.60450929415, 7398839.651110228]]","[0, 44, 177, 221, 265, 309]"
"[[340381.60450929415, 7398839.651110228], [340381.60450929415, 7398839.651110228], [340381.60450929415, 7398839.651110228], [340381.60450929415, 7398839.651110228], [340381.60450929415, 7398839.651110228], [340381.60450929415, 7398839.651110228]]","[0, 44, 221, 266, 310, 354]"
"[[337654.7145630801, 7400116.21962345], [337544.6493040108, 7399937.358471017], [337078.47081558424, 7399475.01141904], [337062.728767019, 7399356.721610693], [336956.9462912942, 7399301.361251077], [336769.513625734, 7399369.436062828]]","[0, 44, 177, 221, 309, 353]"
"[[340381.60450929415, 7398839.651110228], [340381.60450929415, 7398839.651110228], [340381.60450929415, 7398839.651110228], [340381.60450929415, 7398839.651110228], [340381.60450929415, 7398839.651110228], [340381.60450929415, 7398839.651110228]]","[0, 45, 222, 266, 310, 355]"
"[[340381.60450929415, 7398839.651110228], [340381.60450929415, 7398839.651110228], [340381.60450929415, 7398839.651110228], [340381.60450929415, 7398839.651110228], [340370.11540896184, 7398793.897678103], [340395.29563884577, 7398909.460891194]]","[0, 45, 177, 230, 310, 354]"
"[[335981.15491616895, 7399682.950447171], [335777.04666835675, 7399779.898750737], [335168.981951701, 7400094.587038673], [335079.7003979869, 7400127.362474211], [334582.94411365874, 7400197.1625020215], [334412.5808816419, 7400200.943954278]]","[0, 44, 220, 232, 309, 353]"
"[[340023.6485125738, 7398366.673509177], [340090.79282717063, 7398313.139447466], [340435.7948552573, 7398249.952252455], [340435.7948552573, 7398249.952252455], [340435.7948552573, 7398249.952252455], [340448.86414321826, 7397961.761022812]]","[0, 45, 177, 221, 266, 354]"
"[[332362.31210951856, 7394065.842476817], [332280.25526248827, 7394251.244374787], [332259.9346683698, 7394439.596552599], [332193.5315087462, 7394482.845743779], [332025.0583216307, 7394474.253613597], [331992.83711182716, 7394568.300951876]]","[0, 44, 177, 221, 312, 353]"
"[[321799.7723632399, 7386075.390361313], [321799.7723632399, 7386075.390361313], [321799.7723632399, 7386075.390361313], [321799.7723632399, 7386075.390361313], [321799.7723632399, 7386075.390361313], [321799.7723632399, 7386075.390361313]]","[0, 45, 180, 225, 315, 360]"
"[[321889.96238494245, 7386043.818155879], [321883.8075988339, 7386063.126004299], [321883.8075988339, 7386063.126004299], [321889.96238494245, 7386043.818155879], [321889.96238494245, 7386043.818155879], [321883.8075988339, 7386063.126004299]]","[0, 45, 180, 225, 315, 360]"
"[[321816.0394479268, 7386042.804137763], [321816.0394479268, 7386042.804137763], [321816.0394479268, 7386042.804137763], [321816.0394479268, 7386042.804137763], [321816.0394479268, 7386042.804137763], [321897.2836117837, 7386012.5624512285]]","[0, 45, 180, 225, 315, 360]"
"[[321789.1036904899, 7386088.274292802], [321789.1036904899, 7386088.274292802], [321789.1036904899, 7386088.274292802], [321789.1036904899, 7386088.274292802], [321789.1036904899, 7386088.274292802], [321789.1036904899, 7386088.274292802]]","[0, 45, 180, 225, 315, 360]"
"[[321773.3257864268, 7386101.704944557], [321773.3257864268, 7386101.704944557], [321773.3257864268, 7386101.704944557], [321773.3257864268, 7386101.704944557], [321773.3257864268, 7386101.704944557], [321773.3257864268, 7386101.704944557]]","[0, 45, 156, 201, 291, 336]"
"[[321773.3257864268, 7386101.704944557], [321773.3257864268, 7386101.704944557], [321773.3257864268, 7386101.704944557], [321773.3257864268, 7386101.704944557], [321773.3257864268, 7386101.704944557], [321773.3257864268, 7386101.704944557]]","[0, 45, 180, 225, 315, 315]"
"[[321883.8075988339, 7386063.126004299], [321883.8075988339, 7386063.126004299], [321889.96238494245, 7386043.818155879], [321883.8075988339, 7386063.126004299], [321883.8075988339, 7386063.126004299], [321883.8075988339, 7386063.126004299]]","[0, 45, 180, 225, 315, 360]"
"[[318175.00040600426, 7380477.932294314], [318175.00040600426, 7380477.932294314], [318175.00040600426, 7380477.932294314], [318175.00040600426, 7380477.932294314], [318175.00040600426, 7380477.932294314], [318175.00040600426, 7380477.932294314]]","[0, 45, 180, 225, 315, 366]"
"[[320134.3981488728, 7382654.009394448], [320162.21515848616, 7382677.612991295], [320204.11160005233, 7382961.514114802], [320204.11160005233, 7382961.514114802], [320218.52962488553, 7382950.671364659], [320218.52962488553, 7382950.671364659]]","[0, 45, 210, 210, 300, 345]"
"[[329651.50903805176, 7404966.724575985], [329651.50903805176, 7404966.724575985], [329651.50903805176, 7404966.724575985], [329651.50903805176, 7404966.724575985], [329651.50903805176, 7404966.724575985], [329651.50903805176, 7404966.724575985]]","[0, 44, 177, 221, 309, 354]"
"[[333432.8360204528, 7400798.279829636], [333370.80375788, 7400869.467219419], [332919.4624980784, 7401343.226209952], [332919.4624980784, 7401343.226209952], [332522.3729404074, 7401672.72846482], [332474.5576487619, 7401727.115863998]]","[0, 44, 222, 222, 316, 354]"
"[[329809.6314535005, 7404295.89653942], [329880.4121365088, 7404523.095752413], [329651.50903805176, 7404966.724575985], [329651.50903805176, 7404966.724575985], [329651.50903805176, 7404966.724575985], [329651.50903805176, 7404966.724575985]]","[0, 44, 179, 221, 309, 353]"
"[[334096.9650481725, 7398943.711250542], [334101.0567449931, 7399177.817309848], [334108.70515241486, 7399622.336155137], [334109.71437882376, 7399682.0980385505], [334115.99720145576, 7400010.45048959], [334117.81481459545, 7400111.642542708]]","[0, 45, 198, 206, 294, 338]"
"[[331529.5257024458, 7403050.203485581], [331428.6708092722, 7403225.530378129], [331356.02097809897, 7403284.336629684], [331124.457687159, 7403449.35555321], [330567.51547332143, 7403510.002784997], [330567.51547332143, 7403510.002784997]]","[0, 44, 177, 221, 310, 310]"
"[[332661.49481783446, 7391418.36045674], [332563.45652709296, 7391608.979427269], [332582.03353359, 7391885.411360567], [332561.30468696565, 7392322.594509839], [332564.37928158836, 7392892.06804117], [332676.5277704471, 7393208.721609706]]","[0, 45, 200, 245, 289, 333]"
"[[336470.48072610144, 7388754.7413725], [336470.48072610144, 7388754.7413725], [336470.48072610144, 7388754.7413725], [336470.48072610144, 7388754.7413725], [336470.48072610144, 7388754.7413725], [336470.48072610144, 7388754.7413725]]","[0, 44, 177, 221, 309, 354]"
"[[336706.63672062184, 7385574.487794407], [336578.80168112763, 7385804.914681466], [336145.28584152367, 7386093.126622286], [336094.209609361, 7386268.233349089], [336004.9891891116, 7386576.39522385], [335964.6737476861, 7386716.541842651]]","[0, 45, 177, 222, 310, 354]"
"[[322578.4337143951, 7401525.7114193905], [322412.39104664954, 7401579.386770401], [322204.0047973668, 7402216.961459029], [322278.601561668, 7402521.424058115], [322072.4027554517, 7403029.852793094], [321944.58074425487, 7403245.527540326]]","[0, 44, 177, 222, 310, 355]"
"[[331949.7854429476, 7395853.583492615], [331869.35859197914, 7395901.419244053], [331470.4886923568, 7396141.280158168], [331175.0045031856, 7396317.490958448], [330927.231505195, 7396464.592871733], [330787.27415094874, 7396546.817009227]]","[0, 57, 189, 237, 309, 354]"
"[[320831.36788604205, 7406238.219735824], [320831.36788604205, 7406238.219735824], [320831.36788604205, 7406238.219735824], [320831.36788604205, 7406238.219735824], [320831.36788604205, 7406238.219735824], [320831.36788604205, 7406238.219735824]]","[0, 44, 177, 221, 265, 330]"
"[[321405.02245802735, 7403514.266136906], [321268.7337194235, 7403668.888334608], [320753.42016043933, 7403648.100410318], [320634.2493975099, 7403784.983287029], [320794.1263156674, 7404549.505926449], [320656.81097303855, 7404686.500390081]]","[0, 44, 197, 222, 310, 355]"
"[[325841.37207382906, 7399193.561487278], [325510.64471792174, 7399232.159758454], [324679.8492595163, 7399376.367422271], [324615.9379338807, 7399425.166820822], [324477.3542155563, 7399704.886544127], [324169.253810458, 7399797.222161466]]","[0, 45, 196, 222, 310, 355]"
"[[327871.46260448033, 7397508.111973182], [327678.8592005789, 7397562.85926901], [326753.01346375025, 7397642.650037348], [326621.3506462099, 7397717.680409605], [326585.96588854236, 7397730.386256802], [326302.9930365822, 7397844.4914285]]","[0, 52, 221, 265, 323, 371]"
"[[319159.4050014162, 7383094.727076225], [319159.4050014162, 7383094.727076225], [319159.4050014162, 7383094.727076225], [319159.4050014162, 7383094.727076225], [319159.4050014162, 7383094.727076225], [319159.4050014162, 7383094.727076225]]","[0, 45, 181, 226, 271, 316]"
"[[319146.02573364245, 7383116.325685786], [319146.02573364245, 7383116.325685786], [319146.02573364245, 7383116.325685786], [319146.02573364245, 7383116.325685786], [319146.02573364245, 7383116.325685786], [319146.02573364245, 7383116.325685786]]","[0, 45, 179, 225, 304, 348]"
"[[318730.8277118659, 7384955.688192889], [318662.71567636216, 7384910.369759874], [318975.9985606681, 7384657.185962501], [319102.9396500691, 7384461.938306678], [319009.5433829292, 7384336.946358418], [319127.2372616314, 7384337.688031469]]","[0, 45, 206, 251, 296, 341]"
"[[319146.02573364245, 7383116.325685786], [319146.02573364245, 7383116.325685786], [319146.02573364245, 7383116.325685786], [319146.02573364245, 7383116.325685786], [319166.498840251, 7383082.1882827105], [318915.9567072214, 7383254.854530104]]","[0, 45, 220, 265, 327, 366]"
"[[319134.22205775825, 7383134.288702335], [319134.22205775825, 7383134.288702335], [319134.22205775825, 7383134.288702335], [319134.22205775825, 7383134.288702335], [319134.22205775825, 7383134.288702335], [319134.22205775825, 7383134.288702335]]","[0, 45, 180, 225, 315, 360]"
"[[340407.3159008561, 7393408.371336691], [340324.46641037206, 7393506.822819471], [339798.13020853914, 7393933.584810049], [339765.7289656948, 7393971.936825463], [339659.8676907035, 7394015.159707213], [339659.8676907035, 7394015.159707213]]","[0, 45, 180, 226, 316, 316]"
"[[344973.9932356852, 7390837.219130744], [344798.2388514736, 7390927.494633427], [344388.5527850549, 7390891.40746685], [344210.9062408217, 7390871.517686835], [344129.8575482842, 7390905.414037083], [343915.51093656465, 7391005.456317183]]","[0, 45, 180, 225, 270, 316]"
"[[347487.24709314166, 7390906.088879391], [347487.24709314166, 7390906.088879391], [347449.03890546266, 7390826.285178691], [347316.97022026975, 7390544.732067397], [347212.7580087506, 7390305.856822882], [347099.89327811025, 7390208.935694769]]","[0, 45, 176, 221, 266, 311]"
"[[342752.2483606114, 7391851.65405079], [342636.1289914271, 7392015.66812602], [341938.31071216316, 7392308.322152929], [341623.9164285583, 7392530.361876277], [341240.44118525326, 7392849.713484014], [341020.42163719784, 7393004.447755864]]","[0, 45, 180, 225, 270, 315]"
"[[339547.82425355783, 7394061.138170581], [339196.32320478925, 7394203.772738965], [338911.7182240985, 7394366.932516536], [338781.167953787, 7394486.682529319], [338501.93439374317, 7394890.733634036], [338227.1015770682, 7395151.629218794]]","[0, 45, 204, 249, 294, 360]"
"[[337883.4104535504, 7395481.98720325], [337883.4104535504, 7395481.98720325], [337883.4104535504, 7395481.98720325], [337883.4104535504, 7395481.98720325], [337883.4104535504, 7395481.98720325], [337883.4104535504, 7395481.98720325]]","[0, 45, 45, 45, 309, 309]"
"[[347487.24709314166, 7390906.088879391], [347487.24709314166, 7390906.088879391], [347487.24709314166, 7390906.088879391], [347487.24709314166, 7390906.088879391], [347487.24709314166, 7390906.088879391], [347487.24709314166, 7390906.088879391]]","[0, 45, 180, 225, 315, 360]"
"[[332037.9701915663, 7379672.854620628], [331960.4280330378, 7379352.706075193], [331485.81352572923, 7378835.409865653], [331429.1412475549, 7378695.975622566], [331356.6910466843, 7378650.666614424], [331297.837434936, 7378607.06563367]]","[0, 72, 217, 261, 306, 350]"
"[[331989.14473403606, 7379493.531257854], [331945.8258262294, 7379327.672676351], [331490.40557689616, 7378892.391580557], [331348.48816784436, 7378650.017645911], [331277.6542783337, 7378584.126359381], [331070.1533093072, 7378656.310026081]]","[0, 44, 177, 221, 265, 310]"
"[[329416.2860223653, 7378308.237343119], [329705.8153180508, 7378308.116780845], [329983.64950071136, 7378298.522375865], [329983.64950071136, 7378298.522375865], [329983.64950071136, 7378298.522375865], [329983.64950071136, 7378298.522375865]]","[0, 43, 157, 194, 284, 329]"
"[[326118.29674991826, 7382368.571285514], [325885.8688126316, 7382062.31484421], [330000.4679398682, 7378299.3836863255], [330000.4679398682, 7378299.3836863255], [330000.4679398682, 7378299.3836863255], [325533.96320397145, 7382062.3650089465]]","[0, 60, 205, 250, 295, 340]"
"[[329929.94498872414, 7378308.858835276], [329929.94498872414, 7378308.858835276], [329929.94498872414, 7378308.858835276], [329929.94498872414, 7378308.858835276], [329929.94498872414, 7378308.858835276], [329929.94498872414, 7378308.858835276]]","[0, 45, 180, 225, 315, 360]"
"[[325520.5716862243, 7383009.467547791], [325520.5716862243, 7383009.467547791], [325520.5716862243, 7383009.467547791], [325520.5716862243, 7383009.467547791], [325734.98361428827, 7383022.003537422], [325800.31506915775, 7382961.563592016]]","[0, 45, 181, 226, 327, 372]"
"[[330499.3718365258, 7386402.046564246], [330487.07886295486, 7386536.692871363], [330440.5534990101, 7386984.683215888], [330471.0563978063, 7387130.459422133], [330658.60648354876, 7387358.744604119], [330956.643036663, 7387708.76731577]]","[0, 44, 177, 221, 265, 309]"
"[[333680.4378244905, 7398487.220742444], [333840.29605300474, 7398701.234357931], [333967.92664963217, 7398821.406413889], [333964.2799664838, 7398981.069118917], [333960.5239251454, 7399134.611527344], [333960.7909654544, 7399235.038658151]]","[0, 44, 177, 221, 265, 309]"
"[[332771.2334230034, 7394645.441343926], [332774.94528847886, 7394885.762262883], [333200.2665541702, 7395631.495880106], [333205.7478971005, 7395665.72550613], [333237.0161500397, 7396017.859490367], [333256.57215027796, 7396174.658556147]]","[0, 44, 177, 221, 319, 354]"
"[[332875.5360856281, 7394493.129420455], [332782.8769654257, 7394627.244789461], [332721.6223266265, 7394751.640168164], [332721.6223266265, 7394751.640168164], [332723.3050393263, 7394800.944472524], [332723.3050393263, 7394800.944472524]]","[0, 19, 151, 195, 284, 328]"
"[[331609.6189321518, 7389769.358612588], [331557.8921082608, 7390081.532041911], [331363.88813172036, 7390896.2721700445], [331690.7071046181, 7391193.982120393], [332057.88680433447, 7391493.947348135], [332175.8460587864, 7391586.978879188]]","[0, 44, 176, 220, 288, 309]"
"[[330796.3874996255, 7385210.198050585], [330680.6838076518, 7385222.643322512], [330383.0761037505, 7385591.819645194], [330207.6521445557, 7385681.718261632], [330136.91603854764, 7385855.348067269], [330250.96478001366, 7385888.034166431]]","[0, 44, 177, 221, 309, 353]"
"[[332821.0535584744, 7393807.209025511], [332947.8132278735, 7394355.513658662], [332798.85773104354, 7394924.245235764], [333028.0454115426, 7395301.344625622], [333191.3176839041, 7395601.3799601095], [333205.7478971005, 7395665.72550613]]","[0, 48, 176, 220, 308, 352]"
"[[328849.56914467225, 7368281.93395653], [328794.9623632305, 7368232.609466132], [328282.97754828306, 7368201.178376365], [327845.63043942, 7368132.903785843], [327808.09420521907, 7368837.716537062], [327776.14045091346, 7368936.216594767]]","[0, 45, 176, 221, 317, 329]"
"[[326306.1740237205, 7369766.600494345], [326170.08498693816, 7369746.041098663], [325474.0579428135, 7370056.809736936], [325294.14879925165, 7370182.900787462], [325088.6008231911, 7370393.245829174], [325104.3562910053, 7370460.280072079]]","[0, 45, 169, 214, 316, 351]"
"[[328849.56914467225, 7368281.93395653], [328849.56914467225, 7368281.93395653], [328849.56914467225, 7368281.93395653], [328849.56914467225, 7368281.93395653], [328849.56914467225, 7368281.93395653], [328849.56914467225, 7368281.93395653]]","[0, 45, 180, 225, 315, 315]"
"[[343334.29466367885, 7394780.0628763605], [343026.3255205101, 7394926.520894569], [342545.91514305316, 7395152.352118278], [342445.8055983413, 7395199.671575079], [342202.9632894207, 7395357.61220748], [342186.1113785368, 7395381.739688208]]","[0, 45, 180, 225, 270, 315]"
"[[347632.83848107496, 7388039.260467443], [347826.2366070102, 7388338.74254832], [348190.07088583964, 7388608.875687245], [348308.24177666806, 7388827.968892731], [348078.3380200931, 7388908.913979985], [348078.3380200931, 7388908.913979985]]","[0, 45, 180, 225, 315, 315]"
"[[346889.6060254985, 7387682.490345861], [346889.6060254985, 7387682.490345861], [346889.6060254985, 7387682.490345861], [346889.6060254985, 7387682.490345861], [346889.6060254985, 7387682.490345861], [346889.6060254985, 7387682.490345861]]","[0, 45, 175, 220, 321, 321]"
"[[346889.6060254985, 7387682.490345861], [346889.6060254985, 7387682.490345861], [346889.6060254985, 7387682.490345861], [346889.6060254985, 7387682.490345861], [346889.6060254985, 7387682.490345861], [346889.6060254985, 7387682.490345861]]","[0, 45, 180, 225, 315, 360]"
"[[346889.6060254985, 7387682.490345861], [346889.6060254985, 7387682.490345861], [346889.6060254985, 7387682.490345861], [346889.6060254985, 7387682.490345861], [346889.6060254985, 7387682.490345861], [346889.6060254985, 7387682.490345861]]","[0, 45, 197, 242, 324, 324]"
"[[341388.2391104144, 7395724.159984712], [341308.8625026176, 7395706.659835078], [341083.2970287328, 7395657.2833334915], [340934.9711916933, 7395624.773585258], [340751.6893277244, 7395583.880474305], [340643.99130375305, 7395559.451257902]]","[0, 46, 181, 226, 271, 316]"
"[[347769.1118950499, 7390959.916355201], [347577.82618877164, 7391053.550859452], [346847.37207749987, 7391436.901044957], [346781.4066032744, 7391432.084219959], [346439.63105208287, 7392037.573118256], [346381.0212174908, 7392163.041798845]]","[0, 45, 180, 225, 316, 361]"
"[[346665.35490934027, 7391536.103428252], [346588.61219965987, 7391707.065280674], [346306.70725531864, 7392325.722035016], [346267.4043445315, 7392410.860218248], [346210.15549184196, 7392478.256260598], [345992.0033961948, 7392697.964584634]]","[0, 45, 180, 225, 270, 316]"
"[[346889.6060254985, 7387682.490345861], [346889.6060254985, 7387682.490345861], [346889.6060254985, 7387682.490345861], [346889.6060254985, 7387682.490345861], [346889.6060254985, 7387682.490345861], [346868.2052142777, 7387679.718557598]]","[0, 45, 180, 225, 319, 364]"
"[[347828.669444629, 7389999.817783651], [347965.76302051917, 7389703.505806935], [348140.6647344074, 7389941.947790252], [348064.50832854153, 7390153.974162597], [347826.6452629819, 7390811.285969812], [347769.1118950499, 7390959.916355201]]","[0, 63, 188, 233, 323, 368]"
"[[320862.12499196664, 7378025.975662135], [320606.24101198715, 7378112.065109998], [320244.4932781093, 7378414.68267542], [319985.51601585955, 7378233.924844654], [319717.9496910048, 7378088.277799737], [319792.1867168127, 7377912.753984185]]","[0, 45, 177, 221, 265, 354]"
"[[320239.8526949536, 7377965.318211683], [320239.8526949536, 7377965.318211683], [320239.8526949536, 7377965.318211683], [320239.8526949536, 7377965.318211683], [320239.8526949536, 7377965.318211683], [320239.8526949536, 7377965.318211683]]","[0, 2, 178, 222, 266, 310]"
"[[320895.80605716055, 7378017.917596031], [320642.8798048923, 7378089.589676369], [320304.6556925433, 7378387.126994457], [319985.51601585955, 7378233.924844654], [319687.10096044984, 7378054.998523194], [319700.91003575845, 7377949.059323318]]","[0, 44, 176, 258, 309, 354]"
"[[320264.96004591417, 7378001.07274781], [320225.91878236906, 7377945.65164859], [320194.88192034233, 7377902.790240875], [320188.55526714155, 7377894.792437254], [320188.55526714155, 7377894.792437254], [320188.55526714155, 7377894.792437254]]","[0, 44, 221, 266, 310, 354]"
"[[320225.91878236906, 7377945.65164859], [320225.91878236906, 7377945.65164859], [320208.26856836915, 7377921.34244588], [320208.26856836915, 7377921.34244588], [320208.26856836915, 7377921.34244588], [320208.26856836915, 7377921.34244588]]","[0, 44, 177, 222, 300, 310]"
"[[325840.99810742226, 7382014.982526864], [325885.8688126316, 7382062.31484421], [325968.0750679266, 7382538.783821876], [320271.9393812587, 7378009.909300856], [320271.9393812587, 7378009.909300856], [320271.9393812587, 7378009.909300856]]","[0, 44, 176, 220, 309, 353]"
"[[320168.63060028374, 7377885.324869163], [320168.63060028374, 7377885.324869163], [320168.63060028374, 7377885.324869163], [320168.63060028374, 7377885.324869163], [320168.63060028374, 7377885.324869163], [320168.63060028374, 7377885.324869163]]","[0, 44, 177, 222, 310, 355]"
"[[352408.20599104324, 7385880.9693910405], [352408.20599104324, 7385880.9693910405], [352408.20599104324, 7385880.9693910405], [352408.20599104324, 7385880.9693910405], [352408.20599104324, 7385880.9693910405], [352408.20599104324, 7385880.9693910405]]","[0, 0, 180, 225, 270, 315]"
"[[352380.4737223536, 7385823.544621071], [352380.4737223536, 7385823.544621071], [352380.4737223536, 7385823.544621071], [352380.4737223536, 7385823.544621071], [352380.4737223536, 7385823.544621071], [352380.4737223536, 7385823.544621071]]","[0, 45, 180, 225, 270, 360]"
"[[351812.2530899787, 7386968.800301805], [351873.30043267587, 7386940.959202613], [352491.9165161808, 7386496.778213626], [352452.3587582825, 7386417.971231457], [352714.0434595878, 7386035.2004833445], [352770.45761076646, 7385950.303717442]]","[0, 45, 180, 225, 315, 360]"
"[[344132.2497749962, 7395043.191233917], [344335.61097942665, 7394848.475433191], [345123.3884935635, 7394189.004788414], [345447.12815795135, 7393793.893584505], [345757.99508204975, 7393473.089665492], [346013.56467174174, 7393260.547450496]]","[0, 45, 217, 262, 307, 352]"
"[[348564.1125521046, 7390695.772927014], [348564.1125521046, 7390695.772927014], [349501.1200164484, 7390123.132322544], [350339.3250336784, 7389653.551177282], [350287.13303015626, 7389488.228111776], [350341.88017716864, 7389332.0996022895]]","[0, 0, 90, 207, 289, 334]"
"[[352380.4737223536, 7385823.544621071], [352380.4737223536, 7385823.544621071], [352380.4737223536, 7385823.544621071], [352380.4737223536, 7385823.544621071], [352375.48070169677, 7385737.265911335], [352342.8808096367, 7385515.793468019]]","[0, 45, 165, 210, 302, 347]"
"[[352408.20599104324, 7385880.9693910405], [352420.0303635481, 7385882.085801156], [352408.20599104324, 7385880.9693910405], [352420.0303635481, 7385882.085801156], [352420.0303635481, 7385882.085801156], [352408.20599104324, 7385880.9693910405]]","[0, 45, 180, 225, 270, 292]"
"[[352425.2267201349, 7385882.802872015], [352425.2267201349, 7385882.802872015], [352425.2267201349, 7385882.802872015], [352425.2267201349, 7385882.802872015], [352425.2267201349, 7385882.802872015], [352420.0303635481, 7385882.085801156]]","[0, 45, 180, 225, 315, 360]"
"[[319177.5901055847, 7385448.203266563], [319177.5901055847, 7385448.203266563], [319177.5901055847, 7385448.203266563], [319177.5901055847, 7385448.203266563], [319177.5901055847, 7385448.203266563], [319177.5901055847, 7385448.203266563]]","[0, 45, 180, 225, 270, 315]"
"[[323877.70714690286, 7384070.229478123], [323363.99620756996, 7384126.117945667], [322932.8960531343, 7384415.616336254], [322819.69196910225, 7384503.124905139], [321953.69339965296, 7384581.896288778], [321873.6847528787, 7384553.449803615]]","[0, 42, 181, 208, 298, 343]"
"[[319150.889354767, 7385461.772624455], [319150.889354767, 7385461.772624455], [319150.889354767, 7385461.772624455], [319150.889354767, 7385461.772624455], [319150.889354767, 7385461.772624455], [319150.889354767, 7385461.772624455]]","[0, 45, 180, 225, 271, 316]"
"[[328791.5928960593, 7387473.043095341], [328602.1444440375, 7387309.695869416], [328160.0160083011, 7386597.313763961], [328045.8437545799, 7386413.717861719], [327712.4144729334, 7385896.368517248], [327584.40745540196, 7385694.994145231]]","[0, 55, 193, 211, 311, 336]"
"[[331222.0316219005, 7384889.541239528], [331222.0316219005, 7384889.541239528], [330879.93325767986, 7384825.407102136], [330706.83125091944, 7384728.590394564], [329945.35041545576, 7385216.089251029], [329813.61601444345, 7385300.3180991765]]","[0, 45, 180, 213, 303, 348]"
