coordinates,timestamps
"[[322067.9523882879, 7384596.527904574], [321888.45442463265, 7384563.931079118], [321238.17624857766, 7383888.52255542], [321000.3354001228, 7383875.74400506], [320873.3697862937, 7383841.121008622], [320673.3549750992, 7383648.427489631]]","[0, 45, 180, 225, 311, 356]"
"[[319177.5901055847, 7385448.203266563], [319177.5901055847, 7385448.203266563], [319177.5901055847, 7385448.203266563], [319150.889354767, 7385461.772624455], [319150.889354767, 7385461.772624455], [319150.889354767, 7385461.772624455]]","[0, 45, 180, 225, 270, 315]"
"[[332668.165098066, 7379396.560444354], [332509.0630946279, 7379348.903331175], [332297.26117550186, 7378863.12535614], [332208.86029689154, 7378686.253193783], [331854.9408882997, 7378543.469058409], [331854.9408882997, 7378543.469058409]]","[0, 44, 177, 221, 309, 354]"
"[[329732.69924016413, 7385544.808018371], [329643.22088896594, 7385072.329906806], [329374.8834614194, 7384272.964569738], [329364.79098531115, 7384154.6140824845], [328822.99650284264, 7383392.953142814], [328743.80308195844, 7383286.221719321]]","[0, 44, 176, 221, 309, 354]"
"[[330130.51605094067, 7385868.204208382], [329735.28733740735, 7385314.521431336], [329387.36652956164, 7384313.536784468], [329387.36652956164, 7384313.536784468], [329344.07644848444, 7384220.10526333], [329364.79098531115, 7384154.6140824845]]","[0, 73, 221, 266, 310, 354]"
"[[328643.1248319341, 7382172.6787646], [328643.1248319341, 7382172.6787646], [328749.346345287, 7381887.040929334], [328782.440822354, 7381868.38013453], [328951.73236756015, 7381769.000696874], [329218.38978245424, 7381617.903838283]]","[0, 1, 150, 195, 285, 330]"
"[[332490.487648354, 7379332.242161261], [332373.02443544316, 7378970.808979044], [331963.1673568151, 7378597.440520907], [331831.0961545519, 7378528.407268969], [331967.2899915341, 7378229.890397701], [331905.85511818214, 7378003.902812874]]","[0, 44, 177, 221, 310, 354]"
"[[332970.8251571512, 7394620.420360288], [332860.5203163674, 7394413.2711706385], [332691.7608698756, 7394071.552062931], [332607.40224967327, 7393909.718137579], [332423.78936905257, 7393672.542122639], [332398.19038724585, 7393638.967457762]]","[0, 44, 177, 221, 309, 353]"
"[[328701.7389421818, 7381914.446772844], [328782.440822354, 7381868.38013453], [329263.90708429273, 7381603.264307728], [329344.4436816182, 7381490.517377321], [329730.22962651635, 7381270.755093376], [329779.6353648764, 7381224.427856872]]","[0, 66, 180, 224, 313, 357]"
"[[328980.08041192003, 7381752.6926594265], [329170.2606083156, 7381637.773514189], [329770.9729751955, 7381232.411725671], [329892.59996598365, 7381144.855392094], [330070.5065680148, 7381024.811807242], [330182.566739728, 7380937.238445124]]","[0, 44, 177, 221, 266, 313]"
"[[331719.43192758504, 7392695.60968321], [331706.923664466, 7392669.189373663], [331293.56466731755, 7392224.150455143], [331263.1389672078, 7392193.508030815], [331134.6545986464, 7392063.798673687], [331040.36764928506, 7391967.51581762]]","[0, 7, 188, 228, 303, 337]"
"[[333083.7529961169, 7394575.525035099], [333083.7529961169, 7394575.525035099], [333083.7529961169, 7394575.525035099], [333083.7529961169, 7394575.525035099], [333083.7529961169, 7394575.525035099], [333083.7529961169, 7394575.525035099]]","[0, 44, 176, 244, 309, 353]"
"[[332033.39292375953, 7393159.373348605], [331988.08915223205, 7393103.8083940055], [331856.4409425502, 7392930.571695814], [331818.60761114105, 7392871.367911472], [331719.43192758504, 7392695.60968321], [331719.43192758504, 7392695.60968321]]","[0, 44, 189, 221, 310, 310]"
"[[333083.7529961169, 7394575.525035099], [333083.7529961169, 7394575.525035099], [333083.7529961169, 7394575.525035099], [333083.7529961169, 7394575.525035099], [333083.7529961169, 7394575.525035099], [333083.7529961169, 7394575.525035099]]","[0, 45, 177, 239, 265, 354]"
"[[332883.83960120834, 7379984.325641345], [332883.83960120834, 7379984.325641345], [332797.3027771065, 7379397.963203592], [332711.66811513493, 7379396.451954484], [332373.02443544316, 7378970.808979044], [332331.93255747715, 7378885.787184773]]","[0, 44, 193, 221, 310, 354]"
"[[330511.6196160192, 7391350.748662588], [330683.7834323308, 7391158.9102392215], [331256.03355988336, 7390525.882700307], [331378.99533787783, 7390317.091008678], [331558.4132378437, 7389854.934861284], [331558.4132378437, 7389854.934861284]]","[0, 44, 176, 220, 309, 353]"
"[[346692.236599453, 7394972.553991798], [346692.236599453, 7394972.553991798], [347053.16242486495, 7395560.346638372], [347215.7305713686, 7395592.499276284], [347491.1548536051, 7395548.027753815], [347556.41437055275, 7395536.63629308]]","[0, 45, 183, 222, 266, 310]"
"[[351476.1656665865, 7396524.727673925], [351256.1858021417, 7396626.925815877], [351256.1858021417, 7396626.925815877], [350709.1703952255, 7396744.6725813905], [350554.08031662414, 7396498.292212379]]","[0, 221, 221, 310, 354]"
"[[349921.25216230203, 7396281.130139872], [350078.27261651354, 7396342.706438545], [351030.2902718901, 7396645.338720942], [351195.5250224769, 7396612.7435289], [351314.86720710475, 7396524.309050009], [351476.1656665865, 7396524.727673925]]","[0, 44, 177, 221, 309, 354]"
"[[345034.3690059497, 7394072.77489467], [345313.75618489436, 7394264.886748665], [346134.33823905705, 7394822.784613304], [346582.76418657723, 7394865.201624267], [346683.71408186003, 7394940.625327157], [346692.236599453, 7394972.553991798]]","[0, 44, 221, 265, 309, 356]"
"[[351848.3846707429, 7397145.225266922], [352016.78428800846, 7397229.223221973], [352397.0390133121, 7397492.1003971435], [352444.8997196768, 7397606.619631905], [352603.87136997463, 7397788.674607344], [352564.89856259606, 7398132.802140066]]","[0, 44, 221, 265, 309, 353]"
"[[354885.748045795, 7402729.819642097], [354885.748045795, 7402729.819642097], [354885.748045795, 7402729.819642097], [354885.748045795, 7402729.819642097], [354885.748045795, 7402729.819642097], [354885.748045795, 7402729.819642097]]","[0, 44, 177, 221, 310, 354]"
"[[318557.69641013816, 7403096.088028926], [318557.69641013816, 7403096.088028926], [317394.0997315844, 7408110.456870846]]","[0, 0, 442]"
"[[318634.2044258972, 7403067.557049027], [318309.41567457176, 7403447.533676051], [318309.41567457176, 7403447.533676051], [318309.41567457176, 7403447.533676051], [318309.41567457176, 7403447.533676051], [318309.41567457176, 7403447.533676051]]","[0, 44, 44, 44, 44, 44]"
"[[323464.4467174449, 7398966.436136428], [323509.2419284381, 7398934.025097023], [323665.48633362516, 7398755.924335478], [323767.7248969893, 7398492.665028913]]","[0, 44, 177, 225]"
"[[326349.56737846637, 7397917.477898345], [326093.4155822374, 7398073.153881598], [325308.35484737484, 7397839.700664262], [324950.9075369701, 7397729.939082999], [324281.25878743693, 7397817.922727887], [324033.161844829, 7397932.376055999]]","[0, 44, 177, 222, 314, 359]"
"[[328864.3233670702, 7397246.64927947], [328292.8862430515, 7397307.744761022], [327187.3704423301, 7397589.563472489], [326889.6414182008, 7397611.868807648], [326765.52764237684, 7397638.035496399], [326585.96588854236, 7397730.386256802]]","[0, 80, 221, 267, 310, 359]"
"[[316554.72732039425, 7406544.66567784], [316554.72732039425, 7406544.66567784], [316554.72732039425, 7406544.66567784], [316554.72732039425, 7406544.66567784], [316554.72732039425, 7406544.66567784], [316554.72732039425, 7406544.66567784]]","[0, 0, 0, 0, 0, 0]"
"[[325444.2783504124, 7397947.868271343], [325408.50215409277, 7397856.123258161], [324589.7564038852, 7397627.101734405], [324281.25878743693, 7397817.922727887], [323797.99476341787, 7398262.265787701], [323625.52987980563, 7398825.553147329]]","[0, 44, 176, 220, 309, 353]"
"[[324467.0817028449, 7401293.403511489], [324590.5741540788, 7401256.004521744], [324967.2936352943, 7400641.595575038], [325088.6796938665, 7400488.981067119], [325336.77826077153, 7400027.480374405], [325287.05020529707, 7399747.394337339]]","[0, 44, 176, 221, 309, 353]"
"[[326353.7882470557, 7397914.648257585], [326353.7882470557, 7397914.648257585], [326353.7882470557, 7397914.648257585], [326353.7882470557, 7397914.648257585], [326353.7882470557, 7397914.648257585], [326353.7882470557, 7397914.648257585]]","[0, 44, 221, 265, 309, 353]"
"[[326395.44067647826, 7397903.124739886], [326395.44067647826, 7397903.124739886], [326395.44067647826, 7397903.124739886], [326395.44067647826, 7397903.124739886], [326395.44067647826, 7397903.124739886], [326395.44067647826, 7397903.124739886]]","[0, 44, 176, 221, 309, 353]"
"[[344624.72435125464, 7393875.453411909], [344624.72435125464, 7393875.453411909], [344624.72435125464, 7393875.453411909], [344646.98404176114, 7393860.6836377345], [344678.8851575052, 7393836.879597828], [344607.04535814846, 7393824.21131037]]","[0, 44, 220, 265, 309, 376]"
"[[348773.29835169064, 7394317.445727145], [348525.327109201, 7394286.751291333], [347861.1964937097, 7394396.530169541], [347615.90388091037, 7394451.675756006], [347089.9421083669, 7394786.121835626], [346979.49427605525, 7394813.428918026]]","[0, 44, 177, 221, 309, 354]"
"[[330019.91642441135, 7400776.940130161], [329805.34937350964, 7400702.54583087], [329639.568280589, 7400149.136598911], [329368.08462850406, 7399985.442888405], [329239.0403949765, 7399782.53455605], [329193.7938727231, 7399681.498187082]]","[0, 30, 179, 210, 298, 329]"
"[[334054.509820237, 7397747.983845594], [334268.5773368224, 7397658.648852181], [334052.9768629529, 7397682.705956189], [334192.5195980406, 7397661.000155345], [334192.5195980406, 7397661.000155345], [334192.5195980406, 7397661.000155345]]","[0, 44, 177, 221, 265, 309]"
"[[333344.80844975123, 7400159.05875995], [333441.0030800514, 7400161.0651048655], [333911.6407764286, 7400150.204398159], [334087.7296158697, 7400012.733413605], [334086.90673114354, 7399950.038740263], [334087.0550289287, 7399891.785109927]]","[0, 45, 177, 221, 266, 310]"
"[[329780.8474772928, 7400570.42303979], [329805.34937350964, 7400702.54583087], [330256.41890756425, 7400783.1530976575], [330256.41890756425, 7400783.1530976575], [330323.3231954886, 7400764.600499723], [330333.9237080576, 7400649.539478049]]","[0, 44, 177, 221, 309, 371]"
"[[322955.28320586693, 7367130.194028383], [322955.28320586693, 7367130.194028383], [322955.28320586693, 7367130.194028383], [322955.28320586693, 7367130.194028383], [322955.28320586693, 7367130.194028383], [322955.28320586693, 7367130.194028383]]","[0, 45, 225, 241, 331, 376]"
"[[322921.27246559924, 7367098.653451177], [322921.27246559924, 7367098.653451177], [322921.27246559924, 7367098.653451177], [322921.27246559924, 7367098.653451177], [322921.27246559924, 7367098.653451177], [322921.27246559924, 7367098.653451177]]","[0, 45, 180, 225, 270, 315]"
"[[322921.27246559924, 7367098.653451177], [322921.27246559924, 7367098.653451177], [322921.27246559924, 7367098.653451177], [322921.27246559924, 7367098.653451177], [322921.27246559924, 7367098.653451177], [322921.27246559924, 7367098.653451177]]","[0, 45, 180, 225, 315, 360]"
"[[322903.6752105623, 7367087.527893005], [322903.6752105623, 7367087.527893005], [322903.6752105623, 7367087.527893005], [322903.6752105623, 7367087.527893005], [322903.6752105623, 7367087.527893005], [322903.6752105623, 7367087.527893005]]","[0, 45, 180, 225, 270, 315]"
"[[325089.0035304802, 7370608.901383555], [325089.0035304802, 7370608.901383555], [324976.11227493524, 7370388.979324132], [322903.6752105623, 7367087.527893005], [322903.6752105623, 7367087.527893005], [322903.6752105623, 7367087.527893005]]","[0, 45, 180, 223, 313, 358]"
"[[322903.6752105623, 7367087.527893005], [322903.6752105623, 7367087.527893005], [322903.6752105623, 7367087.527893005], [322903.6752105623, 7367087.527893005], [322903.6752105623, 7367087.527893005], [322903.6752105623, 7367087.527893005]]","[0, 45, 180, 225, 315, 315]"
"[[344518.05406681425, 7392774.547062134], [344518.05406681425, 7392774.547062134], [344518.05406681425, 7392774.547062134], [344518.05406681425, 7392774.547062134], [344518.05406681425, 7392774.547062134], [344518.05406681425, 7392774.547062134]]","[0, 45, 180, 225, 270, 315]"
"[[334161.3066040545, 7394439.203001284], [334901.8731153293, 7394350.863906491], [335407.9556407202, 7394317.055158448], [335804.65936611575, 7394397.07264908], [336362.7284509896, 7394347.699985735], [336497.62703143375, 7394336.305606406]]","[0, 75, 178, 223, 319, 364]"
"[[344518.05406681425, 7392774.547062134], [344518.05406681425, 7392774.547062134], [344518.05406681425, 7392774.547062134], [344518.05406681425, 7392774.547062134], [344518.05406681425, 7392774.547062134], [344518.05406681425, 7392774.547062134]]","[0, 45, 180, 225, 270, 315]"
"[[331087.0566058641, 7381744.50354144], [331087.0566058641, 7381744.50354144], [331792.77420545067, 7381422.779483214], [331936.84332808707, 7381325.3737301305], [332339.01236029854, 7381009.7101059705], [332497.4639869607, 7380776.568724727]]","[0, 22, 155, 200, 288, 332]"
"[[332967.1211521988, 7380086.650864456], [333182.48495065956, 7379952.174794218], [333365.0907960572, 7379329.279975487], [333095.56442618486, 7379276.0714318], [333012.8297674445, 7379275.232041769], [332942.58817532024, 7379285.611249278]]","[0, 44, 188, 239, 310, 354]"
"[[332911.060782467, 7379317.589352418], [332911.060782467, 7379317.589352418], [332373.02443544316, 7378970.808979044], [332373.02443544316, 7378970.808979044], [332290.451030727, 7378741.769660624], [332091.5322090138, 7378696.0567492265]]","[0, 44, 220, 220, 309, 353]"
"[[331776.81569314364, 7379177.91458584], [331776.81569314364, 7379177.91458584], [331776.81569314364, 7379177.91458584], [331776.81569314364, 7379177.91458584], [331776.81569314364, 7379177.91458584], [331786.1137259058, 7379150.056399981]]","[0, 44, 177, 221, 269, 310]"
"[[332985.5271010105, 7379274.641500665], [332968.0867991759, 7379274.551874029], [332942.58817532024, 7379285.611249278], [332797.3027771065, 7379397.963203592], [332461.872366062, 7379288.440992998], [332397.98951881716, 7379067.938508106]]","[0, 27, 159, 220, 292, 336]"
"[[329608.1701102571, 7383731.024040129], [329618.67138600384, 7383692.437610874], [329949.0459358895, 7383021.434532838], [330179.28257624863, 7382748.616188057], [330374.3832361171, 7382290.367591749], [330480.1847363301, 7382132.000924824]]","[0, 44, 178, 224, 312, 345]"
"[[331933.20232566475, 7379184.430646452], [331838.7771809079, 7379266.183766614], [331806.7558924152, 7379080.574620606], [331806.7558924152, 7379080.574620606], [331806.7558924152, 7379080.574620606], [331806.7558924152, 7379080.574620606]]","[0, 44, 176, 220, 265, 309]"
"[[330601.9672886562, 7381998.407443557], [330857.9470767276, 7381858.398978988], [331087.0566058641, 7381744.50354144], [331335.661858608, 7381622.717886654], [331820.4171580273, 7381405.322799711], [332178.8459528533, 7381134.622553317]]","[0, 44, 177, 221, 309, 354]"
"[[329192.1172116549, 7389276.494870614], [329194.7947422497, 7389213.395477262], [329131.35957673204, 7388697.846730297], [329050.7978073015, 7388451.233154824], [328692.7506955593, 7387459.007340537], [328663.2482602507, 7387411.921756174]]","[0, 44, 177, 229, 322, 354]"
"[[329745.7595406376, 7383272.579798222], [329949.0459358895, 7383021.434532838], [330615.84785399906, 7381989.099372121], [330743.9797770629, 7381918.9864444295], [330889.106931157, 7381841.344762017], [331087.0566058641, 7381744.50354144]]","[0, 44, 221, 265, 310, 354]"
"[[328883.23769239016, 7390693.873748834], [328852.99217955815, 7390535.277297417], [328913.510821159, 7390338.135123164], [328989.38856460195, 7390298.0579688335], [329426.4893373129, 7390650.88555196], [329486.9867213061, 7390645.112645369]]","[0, 44, 177, 221, 310, 359]"
"[[331806.7558924152, 7379080.574620606], [331806.7558924152, 7379080.574620606], [331806.7558924152, 7379080.574620606], [331806.7558924152, 7379080.574620606], [331806.7558924152, 7379080.574620606], [331806.7558924152, 7379080.574620606]]","[0, 44, 177, 221, 310, 354]"
"[[330743.9797770629, 7381918.9864444295], [330926.0164191476, 7381821.117678983], [331792.77420545067, 7381422.779483214], [332110.7124612224, 7381186.888167325], [332219.6570944707, 7381103.029666299], [332442.74962795165, 7380886.195181546]]","[0, 45, 222, 266, 310, 354]"
